"","county1","county2","year","num.shared","incidence","date","inf.counties","uninf.counties","touching"
"27867","Rockcastle-Kentucky","Marquette-Michigan",2010,1,0,2010-01-01,392,6351,0
"27868","Rockcastle-Kentucky","Marquette-Michigan",2013,1,0,2013-01-01,730,6505,0
"27869","Rockcastle-Kentucky","Marquette-Michigan",2011,1,0,2011-01-01,464,6489,0
"27870","Rockcastle-Kentucky","Marquette-Michigan",2014,1,0,2014-01-01,760,6531,0
"27871","Rockcastle-Kentucky","Marquette-Michigan",2017,1,0,2017-01-01,760,6561,0
"27872","Rockcastle-Kentucky","Marquette-Michigan",2009,1,0,2009-01-01,182,6489,0
"27873","Rockcastle-Kentucky","Marquette-Michigan",2018,1,0,2018-01-01,760,6561,0
"27874","Rockcastle-Kentucky","Marquette-Michigan",2008,1,0,2008-01-01,110,6471,0
"27875","Rockcastle-Kentucky","Marquette-Michigan",2012,1,0,2012-01-01,674,6351,0
"27876","Rockcastle-Kentucky","Marquette-Michigan",2006,1,0,2006-01-01,0,6561,0
"27877","Rockcastle-Kentucky","Nipissing District (Part 1 Of)-Ontario",2011,1,0,2011-01-01,464,6489,0
"27878","Rockcastle-Kentucky","Nipissing District (Part 1 Of)-Ontario",2013,1,0,2013-01-01,730,6505,0
"27879","Rockcastle-Kentucky","Nipissing District (Part 1 Of)-Ontario",2007,1,0,2007-01-01,20,6541,0
"27880","Rockcastle-Kentucky","Nipissing District (Part 1 Of)-Ontario",2008,1,0,2008-01-01,110,6471,0
"27881","Rockcastle-Kentucky","Nipissing District (Part 1 Of)-Ontario",2017,1,0,2017-01-01,760,6561,0
"27882","Rockcastle-Kentucky","Nipissing District (Part 1 Of)-Ontario",2015,1,0,2015-01-01,760,6561,0
"27883","Rockcastle-Kentucky","Nipissing District (Part 1 Of)-Ontario",2014,1,0,2014-01-01,760,6531,0
"27884","Rockcastle-Kentucky","Nipissing District (Part 1 Of)-Ontario",2012,1,0,2012-01-01,674,6351,0
"27885","Rockcastle-Kentucky","Nipissing District (Part 1 Of)-Ontario",2010,1,0,2010-01-01,392,6351,0
"27886","Rockcastle-Kentucky","Nipissing District (Part 1 Of)-Ontario",2018,1,0,2018-01-01,760,6561,0
"27887","Rockcastle-Kentucky","Nipissing District (Part 1 Of)-Ontario",2006,1,0,2006-01-01,0,6561,0
"27888","Rockcastle-Kentucky","Nipissing District (Part 1 Of)-Ontario",2009,1,0,2009-01-01,182,6489,0
"27889","Rockcastle-Kentucky","Ontonagon-Michigan",2018,1,0,2018-01-01,760,6561,0
"27890","Rockcastle-Kentucky","Ontonagon-Michigan",2011,1,0,2011-01-01,464,6489,0
"27891","Rockcastle-Kentucky","Ontonagon-Michigan",2012,1,0,2012-01-01,674,6351,0
"27892","Rockcastle-Kentucky","Ontonagon-Michigan",2008,1,0,2008-01-01,110,6471,0
"27893","Rockcastle-Kentucky","Ontonagon-Michigan",2007,1,0,2007-01-01,20,6541,0
"27894","Rockcastle-Kentucky","Ontonagon-Michigan",2014,1,0,2014-01-01,760,6531,0
"27895","Rockcastle-Kentucky","Ontonagon-Michigan",2013,1,0,2013-01-01,730,6505,0
"27896","Rockcastle-Kentucky","Ontonagon-Michigan",2017,1,0,2017-01-01,760,6561,0
"27897","Rockcastle-Kentucky","Ontonagon-Michigan",2009,1,0,2009-01-01,182,6489,0
"27898","Rockcastle-Kentucky","Ontonagon-Michigan",2015,1,0,2015-01-01,760,6561,0
"27899","Rockcastle-Kentucky","Ontonagon-Michigan",2006,1,0,2006-01-01,0,6561,0
"27900","Rockcastle-Kentucky","Ontonagon-Michigan",2010,1,0,2010-01-01,392,6351,0
"27901","Rockcastle-Kentucky","Orange-New York",2012,1,0,2012-01-01,674,6351,0
"27902","Rockcastle-Kentucky","Orange-New York",2006,1,0,2006-01-01,0,6561,0
"27903","Rockcastle-Kentucky","Orange-New York",2007,1,0,2007-01-01,20,6541,0
"27904","Rockcastle-Kentucky","Orange-New York",2013,1,0,2013-01-01,730,6505,0
"27905","Rockcastle-Kentucky","Orange-New York",2015,1,0,2015-01-01,760,6561,0
"27906","Rockcastle-Kentucky","Orange-New York",2011,1,0,2011-01-01,464,6489,0
"27907","Rockcastle-Kentucky","Orange-New York",2018,1,0,2018-01-01,760,6561,0
"27908","Rockcastle-Kentucky","Orange-New York",2009,1,0,2009-01-01,182,6489,0
"27909","Rockcastle-Kentucky","Orange-New York",2014,1,0,2014-01-01,760,6531,0
"27910","Rockcastle-Kentucky","Orange-New York",2017,1,0,2017-01-01,760,6561,0
"27911","Rockcastle-Kentucky","Orange-New York",2010,1,0,2010-01-01,392,6351,0
"27912","Rockcastle-Kentucky","Orange-New York",2008,1,0,2008-01-01,110,6471,0
"27913","Rockcastle-Kentucky","Oxford-Maine",2010,1,0,2010-01-01,392,6351,0
"27914","Rockcastle-Kentucky","Oxford-Maine",2017,1,0,2017-01-01,760,6561,0
"27915","Rockcastle-Kentucky","Oxford-Maine",2008,1,0,2008-01-01,110,6471,0
"27916","Rockcastle-Kentucky","Oxford-Maine",2007,1,0,2007-01-01,20,6541,0
"27917","Rockcastle-Kentucky","Oxford-Maine",2013,1,0,2013-01-01,730,6505,0
"27918","Rockcastle-Kentucky","Oxford-Maine",2012,1,0,2012-01-01,674,6351,0
"27919","Rockcastle-Kentucky","Oxford-Maine",2011,1,0,2011-01-01,464,6489,0
"27920","Rockcastle-Kentucky","Oxford-Maine",2014,1,0,2014-01-01,760,6531,0
"27921","Rockcastle-Kentucky","Oxford-Maine",2015,1,0,2015-01-01,760,6561,0
"27922","Rockcastle-Kentucky","Oxford-Maine",2006,1,0,2006-01-01,0,6561,0
"27923","Rockcastle-Kentucky","Oxford-Maine",2018,1,0,2018-01-01,760,6561,0
"27924","Rockcastle-Kentucky","Oxford-Maine",2009,1,0,2009-01-01,182,6489,0
"27925","Rockcastle-Kentucky","Pulaski-Kentucky",2008,1,0,2008-01-01,110,6471,1
"27926","Rockcastle-Kentucky","Pulaski-Kentucky",2018,1,0,2018-01-01,760,6561,1
"27927","Rockcastle-Kentucky","Pulaski-Kentucky",2017,1,0,2017-01-01,760,6561,1
"27928","Rockcastle-Kentucky","Pulaski-Kentucky",2010,1,0,2010-01-01,392,6351,1
"27929","Rockcastle-Kentucky","Pulaski-Kentucky",2006,1,0,2006-01-01,0,6561,1
"27930","Rockcastle-Kentucky","Pulaski-Kentucky",2013,1,0,2013-01-01,730,6505,1
"27931","Rockcastle-Kentucky","Pulaski-Kentucky",2014,1,0,2014-01-01,760,6531,1
"27932","Rockcastle-Kentucky","Pulaski-Kentucky",2007,1,0,2007-01-01,20,6541,1
"27933","Rockcastle-Kentucky","Pulaski-Kentucky",2009,1,0,2009-01-01,182,6489,1
"27934","Rockcastle-Kentucky","Pulaski-Kentucky",2012,7,1,2012-01-01,674,6351,1
"27935","Rockcastle-Kentucky","Pulaski-Kentucky",2011,1,0,2011-01-01,464,6489,1
"27936","Rockcastle-Kentucky","Pulaski-Kentucky",2015,1,0,2015-01-01,760,6561,1
"27937","Rockcastle-Kentucky","Roanoke-Virginia",2010,1,0,2010-01-01,392,6351,0
"27938","Rockcastle-Kentucky","Roanoke-Virginia",2013,1,0,2013-01-01,730,6505,0
"27939","Rockcastle-Kentucky","Roanoke-Virginia",2018,1,0,2018-01-01,760,6561,0
"27940","Rockcastle-Kentucky","Roanoke-Virginia",2009,1,0,2009-01-01,182,6489,0
"27941","Rockcastle-Kentucky","Roanoke-Virginia",2017,1,0,2017-01-01,760,6561,0
"27942","Rockcastle-Kentucky","Roanoke-Virginia",2007,1,0,2007-01-01,20,6541,0
"27943","Rockcastle-Kentucky","Roanoke-Virginia",2008,1,0,2008-01-01,110,6471,0
"27944","Rockcastle-Kentucky","Roanoke-Virginia",2015,1,0,2015-01-01,760,6561,0
"27945","Rockcastle-Kentucky","Roanoke-Virginia",2012,1,0,2012-01-01,674,6351,0
"27946","Rockcastle-Kentucky","Roanoke-Virginia",2014,1,0,2014-01-01,760,6531,0
"27947","Rockcastle-Kentucky","Roanoke-Virginia",2006,1,0,2006-01-01,0,6561,0
"27948","Rockcastle-Kentucky","Roanoke-Virginia",2011,1,0,2011-01-01,464,6489,0
"27949","Rockcastle-Kentucky","Rowan-North Carolina",2018,1,0,2018-01-01,760,6561,0
"27950","Rockcastle-Kentucky","Rowan-North Carolina",2010,1,0,2010-01-01,392,6351,0
"27951","Rockcastle-Kentucky","Rowan-North Carolina",2011,1,0,2011-01-01,464,6489,0
"27952","Rockcastle-Kentucky","Rowan-North Carolina",2012,1,0,2012-01-01,674,6351,0
"27953","Rockcastle-Kentucky","Rowan-North Carolina",2007,1,0,2007-01-01,20,6541,0
"27954","Rockcastle-Kentucky","Rowan-North Carolina",2006,1,0,2006-01-01,0,6561,0
"27955","Rockcastle-Kentucky","Rowan-North Carolina",2013,1,0,2013-01-01,730,6505,0
"27956","Rockcastle-Kentucky","Rowan-North Carolina",2009,1,0,2009-01-01,182,6489,0
"27957","Rockcastle-Kentucky","Rowan-North Carolina",2015,1,0,2015-01-01,760,6561,0
"27958","Rockcastle-Kentucky","Rowan-North Carolina",2017,1,0,2017-01-01,760,6561,0
"27959","Rockcastle-Kentucky","Rowan-North Carolina",2014,1,0,2014-01-01,760,6531,0
"27960","Rockcastle-Kentucky","Rowan-North Carolina",2008,1,0,2008-01-01,110,6471,0
"27961","Rockcastle-Kentucky","Saint John County-New Brunswick",2010,1,0,2010-01-01,392,6351,0
"27962","Rockcastle-Kentucky","Saint John County-New Brunswick",2009,1,0,2009-01-01,182,6489,0
"27963","Rockcastle-Kentucky","Saint John County-New Brunswick",2015,1,0,2015-01-01,760,6561,0
"27964","Rockcastle-Kentucky","Saint John County-New Brunswick",2018,1,0,2018-01-01,760,6561,0
"27965","Rockcastle-Kentucky","Saint John County-New Brunswick",2017,1,0,2017-01-01,760,6561,0
"27966","Rockcastle-Kentucky","Saint John County-New Brunswick",2007,1,0,2007-01-01,20,6541,0
"27967","Rockcastle-Kentucky","Saint John County-New Brunswick",2006,1,0,2006-01-01,0,6561,0
"27968","Rockcastle-Kentucky","Saint John County-New Brunswick",2012,1,0,2012-01-01,674,6351,0
"27969","Rockcastle-Kentucky","Saint John County-New Brunswick",2013,1,0,2013-01-01,730,6505,0
"27970","Rockcastle-Kentucky","Saint John County-New Brunswick",2014,1,0,2014-01-01,760,6531,0
"27971","Rockcastle-Kentucky","Saint John County-New Brunswick",2011,1,0,2011-01-01,464,6489,0
"27972","Rockcastle-Kentucky","Saint John County-New Brunswick",2008,1,0,2008-01-01,110,6471,0
"27973","Rockcastle-Kentucky","Smyth-Virginia",2017,1,0,2017-01-01,760,6561,0
"27974","Rockcastle-Kentucky","Smyth-Virginia",2008,1,0,2008-01-01,110,6471,0
"27975","Rockcastle-Kentucky","Smyth-Virginia",2015,1,0,2015-01-01,760,6561,0
"27976","Rockcastle-Kentucky","Smyth-Virginia",2013,1,0,2013-01-01,730,6505,0
"27977","Rockcastle-Kentucky","Smyth-Virginia",2018,1,0,2018-01-01,760,6561,0
"27978","Rockcastle-Kentucky","Smyth-Virginia",2012,1,0,2012-01-01,674,6351,0
"27979","Rockcastle-Kentucky","Smyth-Virginia",2011,1,0,2011-01-01,464,6489,0
"27980","Rockcastle-Kentucky","Smyth-Virginia",2014,1,0,2014-01-01,760,6531,0
"27981","Rockcastle-Kentucky","Smyth-Virginia",2006,1,0,2006-01-01,0,6561,0
"27982","Rockcastle-Kentucky","Smyth-Virginia",2007,1,0,2007-01-01,20,6541,0
"27983","Rockcastle-Kentucky","Smyth-Virginia",2010,1,0,2010-01-01,392,6351,0
"27984","Rockcastle-Kentucky","Smyth-Virginia",2009,1,0,2009-01-01,182,6489,0
"27985","Rockcastle-Kentucky","Ulster-New York",2013,1,0,2013-01-01,730,6505,0
"27986","Rockcastle-Kentucky","Ulster-New York",2015,1,0,2015-01-01,760,6561,0
"27987","Rockcastle-Kentucky","Ulster-New York",2017,1,0,2017-01-01,760,6561,0
"27988","Rockcastle-Kentucky","Ulster-New York",2008,1,0,2008-01-01,110,6471,0
"27989","Rockcastle-Kentucky","Ulster-New York",2012,1,0,2012-01-01,674,6351,0
"27990","Rockcastle-Kentucky","Ulster-New York",2014,1,0,2014-01-01,760,6531,0
"27991","Rockcastle-Kentucky","Ulster-New York",2006,1,0,2006-01-01,0,6561,0
"27992","Rockcastle-Kentucky","Ulster-New York",2009,1,0,2009-01-01,182,6489,0
"27993","Rockcastle-Kentucky","Ulster-New York",2011,1,0,2011-01-01,464,6489,0
"27994","Rockcastle-Kentucky","Ulster-New York",2007,1,0,2007-01-01,20,6541,0
"27995","Rockcastle-Kentucky","Ulster-New York",2018,1,0,2018-01-01,760,6561,0
"27996","Rockcastle-Kentucky","Ulster-New York",2010,1,0,2010-01-01,392,6351,0
"27997","Rockcastle-Kentucky","Warren-New Jersey",2017,1,0,2017-01-01,760,6561,0
"27998","Rockcastle-Kentucky","Warren-New Jersey",2011,1,0,2011-01-01,464,6489,0
"27999","Rockcastle-Kentucky","Warren-New Jersey",2007,1,0,2007-01-01,20,6541,0
"28000","Rockcastle-Kentucky","Warren-New Jersey",2015,1,0,2015-01-01,760,6561,0
"28001","Rockcastle-Kentucky","Warren-New Jersey",2012,1,0,2012-01-01,674,6351,0
"28002","Rockcastle-Kentucky","Warren-New Jersey",2008,1,0,2008-01-01,110,6471,0
"28003","Rockcastle-Kentucky","Warren-New Jersey",2006,1,0,2006-01-01,0,6561,0
"28004","Rockcastle-Kentucky","Warren-New Jersey",2018,1,0,2018-01-01,760,6561,0
"28005","Rockcastle-Kentucky","Warren-New Jersey",2014,1,0,2014-01-01,760,6531,0
"28006","Rockcastle-Kentucky","Warren-New Jersey",2013,1,0,2013-01-01,730,6505,0
"28007","Rockcastle-Kentucky","Warren-New Jersey",2010,1,0,2010-01-01,392,6351,0
"28008","Rockcastle-Kentucky","Warren-New Jersey",2009,1,0,2009-01-01,182,6489,0
"28009","Rockcastle-Kentucky","Warren-Pennsylvania",2011,1,0,2011-01-01,464,6489,0
"28010","Rockcastle-Kentucky","Warren-Pennsylvania",2009,1,0,2009-01-01,182,6489,0
"28011","Rockcastle-Kentucky","Warren-Pennsylvania",2017,1,0,2017-01-01,760,6561,0
"28012","Rockcastle-Kentucky","Warren-Pennsylvania",2015,1,0,2015-01-01,760,6561,0
"28013","Rockcastle-Kentucky","Warren-Pennsylvania",2018,1,0,2018-01-01,760,6561,0
"28014","Rockcastle-Kentucky","Warren-Pennsylvania",2006,1,0,2006-01-01,0,6561,0
"28015","Rockcastle-Kentucky","Warren-Pennsylvania",2007,1,0,2007-01-01,20,6541,0
"28016","Rockcastle-Kentucky","Warren-Pennsylvania",2014,1,0,2014-01-01,760,6531,0
"28017","Rockcastle-Kentucky","Warren-Pennsylvania",2013,1,0,2013-01-01,730,6505,0
"28018","Rockcastle-Kentucky","Warren-Pennsylvania",2010,1,0,2010-01-01,392,6351,0
"28019","Rockcastle-Kentucky","Warren-Pennsylvania",2008,1,0,2008-01-01,110,6471,0
"28020","Rockcastle-Kentucky","Warren-Pennsylvania",2012,1,0,2012-01-01,674,6351,0
"28021","Rockcastle-Kentucky","Warren-Tennessee",2014,1,0,2014-01-01,760,6531,0
"28022","Rockcastle-Kentucky","Warren-Tennessee",2017,1,0,2017-01-01,760,6561,0
"28023","Rockcastle-Kentucky","Warren-Tennessee",2018,1,0,2018-01-01,760,6561,0
"28024","Rockcastle-Kentucky","Warren-Tennessee",2008,1,0,2008-01-01,110,6471,0
"28025","Rockcastle-Kentucky","Warren-Tennessee",2009,1,0,2009-01-01,182,6489,0
"28026","Rockcastle-Kentucky","Warren-Tennessee",2010,1,0,2010-01-01,392,6351,0
"28027","Rockcastle-Kentucky","Warren-Tennessee",2011,1,0,2011-01-01,464,6489,0
"28028","Rockcastle-Kentucky","Warren-Tennessee",2012,1,1,2012-01-01,674,6351,0
"28029","Rockcastle-Kentucky","Warren-Tennessee",2013,1,0,2013-01-01,730,6505,0
"28030","Rockcastle-Kentucky","Warren-Tennessee",2006,1,0,2006-01-01,0,6561,0
"28031","Rockcastle-Kentucky","Warren-Tennessee",2007,1,0,2007-01-01,20,6541,0
"28032","Rockcastle-Kentucky","Warren-Tennessee",2015,1,0,2015-01-01,760,6561,0
"28033","Rockcastle-Kentucky","Wellington County-Ontario",2015,1,0,2015-01-01,760,6561,0
"28034","Rockcastle-Kentucky","Wellington County-Ontario",2013,1,0,2013-01-01,730,6505,0
"28035","Rockcastle-Kentucky","Wellington County-Ontario",2012,1,0,2012-01-01,674,6351,0
"28036","Rockcastle-Kentucky","Wellington County-Ontario",2017,1,0,2017-01-01,760,6561,0
"28037","Rockcastle-Kentucky","Wellington County-Ontario",2009,1,0,2009-01-01,182,6489,0
"28038","Rockcastle-Kentucky","Wellington County-Ontario",2006,1,0,2006-01-01,0,6561,0
"28039","Rockcastle-Kentucky","Wellington County-Ontario",2014,1,0,2014-01-01,760,6531,0
"28040","Rockcastle-Kentucky","Wellington County-Ontario",2018,1,0,2018-01-01,760,6561,0
"28041","Rockcastle-Kentucky","Wellington County-Ontario",2010,1,0,2010-01-01,392,6351,0
"28042","Rockcastle-Kentucky","Wellington County-Ontario",2008,1,0,2008-01-01,110,6471,0
"28043","Rockcastle-Kentucky","Wellington County-Ontario",2011,1,0,2011-01-01,464,6489,0
"28044","Rockcastle-Kentucky","Wellington County-Ontario",2007,1,0,2007-01-01,20,6541,0
"28045","Rockcastle-Kentucky","White-Tennessee",2009,1,0,2009-01-01,182,6489,0
"28046","Rockcastle-Kentucky","White-Tennessee",2013,1,0,2013-01-01,730,6505,0
"28047","Rockcastle-Kentucky","White-Tennessee",2008,1,0,2008-01-01,110,6471,0
"28048","Rockcastle-Kentucky","White-Tennessee",2007,1,0,2007-01-01,20,6541,0
"28049","Rockcastle-Kentucky","White-Tennessee",2010,1,0,2010-01-01,392,6351,0
"28050","Rockcastle-Kentucky","White-Tennessee",2006,1,0,2006-01-01,0,6561,0
"28051","Rockcastle-Kentucky","White-Tennessee",2011,1,0,2011-01-01,464,6489,0
"28052","Rockcastle-Kentucky","White-Tennessee",2015,1,0,2015-01-01,760,6561,0
"28053","Rockcastle-Kentucky","White-Tennessee",2017,1,0,2017-01-01,760,6561,0
"28054","Rockcastle-Kentucky","White-Tennessee",2012,1,1,2012-01-01,674,6351,0
"28055","Rockcastle-Kentucky","White-Tennessee",2014,1,0,2014-01-01,760,6531,0
"28056","Rockcastle-Kentucky","White-Tennessee",2018,1,0,2018-01-01,760,6561,0
"28057","Rockcastle-Kentucky","Wise-Virginia",2010,1,0,2010-01-01,392,6351,0
"28058","Rockcastle-Kentucky","Wise-Virginia",2015,1,0,2015-01-01,760,6561,0
"28059","Rockcastle-Kentucky","Wise-Virginia",2014,1,0,2014-01-01,760,6531,0
"28060","Rockcastle-Kentucky","Wise-Virginia",2006,1,0,2006-01-01,0,6561,0
"28061","Rockcastle-Kentucky","Wise-Virginia",2007,1,0,2007-01-01,20,6541,0
"28062","Rockcastle-Kentucky","Wise-Virginia",2018,1,0,2018-01-01,760,6561,0
"28063","Rockcastle-Kentucky","Wise-Virginia",2011,1,0,2011-01-01,464,6489,0
"28064","Rockcastle-Kentucky","Wise-Virginia",2013,1,0,2013-01-01,730,6505,0
"28065","Rockcastle-Kentucky","Wise-Virginia",2012,1,0,2012-01-01,674,6351,0
"28066","Rockcastle-Kentucky","Wise-Virginia",2009,1,0,2009-01-01,182,6489,0
"28067","Rockcastle-Kentucky","Wise-Virginia",2008,1,0,2008-01-01,110,6471,0
"28068","Rockcastle-Kentucky","Wise-Virginia",2017,1,0,2017-01-01,760,6561,0
"28069","Rockcastle-Kentucky","York County-New Brunswick",2014,1,0,2014-01-01,760,6531,0
"28070","Rockcastle-Kentucky","York County-New Brunswick",2006,1,0,2006-01-01,0,6561,0
"28071","Rockcastle-Kentucky","York County-New Brunswick",2012,1,0,2012-01-01,674,6351,0
"28072","Rockcastle-Kentucky","York County-New Brunswick",2007,1,0,2007-01-01,20,6541,0
"28073","Rockcastle-Kentucky","York County-New Brunswick",2015,1,0,2015-01-01,760,6561,0
"28074","Rockcastle-Kentucky","York County-New Brunswick",2017,1,0,2017-01-01,760,6561,0
"28075","Rockcastle-Kentucky","York County-New Brunswick",2010,1,0,2010-01-01,392,6351,0
"28076","Rockcastle-Kentucky","York County-New Brunswick",2018,1,0,2018-01-01,760,6561,0
"28077","Rockcastle-Kentucky","York County-New Brunswick",2013,1,0,2013-01-01,730,6505,0
"28078","Rockcastle-Kentucky","York County-New Brunswick",2011,1,0,2011-01-01,464,6489,0
"28079","Rockcastle-Kentucky","York County-New Brunswick",2009,1,0,2009-01-01,182,6489,0
"28080","Rockcastle-Kentucky","York County-New Brunswick",2008,1,0,2008-01-01,110,6471,0
"28081","Rowan-North Carolina","Albert County-New Brunswick",2014,1,0,2014-01-01,760,6531,0
"28082","Rowan-North Carolina","Albert County-New Brunswick",2013,1,0,2013-01-01,730,6505,0
"28083","Rowan-North Carolina","Albert County-New Brunswick",2008,1,0,2008-01-01,110,6471,0
"28084","Rowan-North Carolina","Albert County-New Brunswick",2015,1,0,2015-01-01,760,6561,0
"28085","Rowan-North Carolina","Albert County-New Brunswick",2007,1,0,2007-01-01,20,6541,0
"28086","Rowan-North Carolina","Albert County-New Brunswick",2012,1,0,2012-01-01,674,6351,0
"28087","Rowan-North Carolina","Albert County-New Brunswick",2018,1,0,2018-01-01,760,6561,0
"28088","Rowan-North Carolina","Albert County-New Brunswick",2017,1,0,2017-01-01,760,6561,0
"28089","Rowan-North Carolina","Albert County-New Brunswick",2010,1,0,2010-01-01,392,6351,0
"28090","Rowan-North Carolina","Albert County-New Brunswick",2006,1,0,2006-01-01,0,6561,0
"28091","Rowan-North Carolina","Albert County-New Brunswick",2009,1,0,2009-01-01,182,6489,0
"28092","Rowan-North Carolina","Albert County-New Brunswick",2011,1,0,2011-01-01,464,6489,0
"28093","Rowan-North Carolina","Blair-Pennsylvania",2007,1,0,2007-01-01,20,6541,0
"28094","Rowan-North Carolina","Blair-Pennsylvania",2011,1,0,2011-01-01,464,6489,0
"28095","Rowan-North Carolina","Blair-Pennsylvania",2015,1,0,2015-01-01,760,6561,0
"28096","Rowan-North Carolina","Blair-Pennsylvania",2006,1,0,2006-01-01,0,6561,0
"28097","Rowan-North Carolina","Blair-Pennsylvania",2018,1,0,2018-01-01,760,6561,0
"28098","Rowan-North Carolina","Blair-Pennsylvania",2017,1,0,2017-01-01,760,6561,0
"28099","Rowan-North Carolina","Blair-Pennsylvania",2010,1,0,2010-01-01,392,6351,0
"28100","Rowan-North Carolina","Blair-Pennsylvania",2013,1,0,2013-01-01,730,6505,0
"28101","Rowan-North Carolina","Blair-Pennsylvania",2012,1,0,2012-01-01,674,6351,0
"28102","Rowan-North Carolina","Blair-Pennsylvania",2009,1,0,2009-01-01,182,6489,0
"28103","Rowan-North Carolina","Blair-Pennsylvania",2008,1,0,2008-01-01,110,6471,0
"28104","Rowan-North Carolina","Blair-Pennsylvania",2014,1,0,2014-01-01,760,6531,0
"28105","Rowan-North Carolina","Centre-Pennsylvania",2015,1,0,2015-01-01,760,6561,0
"28106","Rowan-North Carolina","Centre-Pennsylvania",2014,1,0,2014-01-01,760,6531,0
"28107","Rowan-North Carolina","Centre-Pennsylvania",2008,1,0,2008-01-01,110,6471,0
"28108","Rowan-North Carolina","Centre-Pennsylvania",2006,1,0,2006-01-01,0,6561,0
"28109","Rowan-North Carolina","Centre-Pennsylvania",2012,1,0,2012-01-01,674,6351,0
"28110","Rowan-North Carolina","Centre-Pennsylvania",2017,1,0,2017-01-01,760,6561,0
"28111","Rowan-North Carolina","Centre-Pennsylvania",2007,1,0,2007-01-01,20,6541,0
"28112","Rowan-North Carolina","Centre-Pennsylvania",2010,1,0,2010-01-01,392,6351,0
"28113","Rowan-North Carolina","Centre-Pennsylvania",2009,1,0,2009-01-01,182,6489,0
"28114","Rowan-North Carolina","Centre-Pennsylvania",2011,1,0,2011-01-01,464,6489,0
"28115","Rowan-North Carolina","Centre-Pennsylvania",2018,1,0,2018-01-01,760,6561,0
"28116","Rowan-North Carolina","Centre-Pennsylvania",2013,1,0,2013-01-01,730,6505,0
"28117","Rowan-North Carolina","Clearfield-Pennsylvania",2009,1,0,2009-01-01,182,6489,0
"28118","Rowan-North Carolina","Clearfield-Pennsylvania",2013,1,0,2013-01-01,730,6505,0
"28119","Rowan-North Carolina","Clearfield-Pennsylvania",2015,1,0,2015-01-01,760,6561,0
"28120","Rowan-North Carolina","Clearfield-Pennsylvania",2010,1,0,2010-01-01,392,6351,0
"28121","Rowan-North Carolina","Clearfield-Pennsylvania",2014,1,0,2014-01-01,760,6531,0
"28122","Rowan-North Carolina","Clearfield-Pennsylvania",2011,1,0,2011-01-01,464,6489,0
"28123","Rowan-North Carolina","Clearfield-Pennsylvania",2018,1,0,2018-01-01,760,6561,0
"28124","Rowan-North Carolina","Clearfield-Pennsylvania",2007,1,0,2007-01-01,20,6541,0
"28125","Rowan-North Carolina","Clearfield-Pennsylvania",2006,1,0,2006-01-01,0,6561,0
"28126","Rowan-North Carolina","Clearfield-Pennsylvania",2012,1,0,2012-01-01,674,6351,0
"28127","Rowan-North Carolina","Clearfield-Pennsylvania",2008,1,0,2008-01-01,110,6471,0
"28128","Rowan-North Carolina","Clearfield-Pennsylvania",2017,1,0,2017-01-01,760,6561,0
"28129","Rowan-North Carolina","Crawford-Indiana",2013,1,0,2013-01-01,730,6505,0
"28130","Rowan-North Carolina","Crawford-Indiana",2012,1,0,2012-01-01,674,6351,0
"28131","Rowan-North Carolina","Crawford-Indiana",2015,1,0,2015-01-01,760,6561,0
"28132","Rowan-North Carolina","Crawford-Indiana",2017,1,0,2017-01-01,760,6561,0
"28133","Rowan-North Carolina","Crawford-Indiana",2014,1,0,2014-01-01,760,6531,0
"28134","Rowan-North Carolina","Crawford-Indiana",2007,1,0,2007-01-01,20,6541,0
"28135","Rowan-North Carolina","Crawford-Indiana",2008,1,0,2008-01-01,110,6471,0
"28136","Rowan-North Carolina","Crawford-Indiana",2009,1,0,2009-01-01,182,6489,0
"28137","Rowan-North Carolina","Crawford-Indiana",2011,1,0,2011-01-01,464,6489,0
"28138","Rowan-North Carolina","Crawford-Indiana",2006,1,0,2006-01-01,0,6561,0
"28139","Rowan-North Carolina","Crawford-Indiana",2018,1,0,2018-01-01,760,6561,0
"28140","Rowan-North Carolina","Crawford-Indiana",2010,1,0,2010-01-01,392,6351,0
"28141","Rowan-North Carolina","Essex-New York",2014,1,0,2014-01-01,760,6531,0
"28142","Rowan-North Carolina","Essex-New York",2015,1,0,2015-01-01,760,6561,0
"28143","Rowan-North Carolina","Essex-New York",2011,1,0,2011-01-01,464,6489,0
"28144","Rowan-North Carolina","Essex-New York",2010,1,0,2010-01-01,392,6351,0
"28145","Rowan-North Carolina","Essex-New York",2012,1,0,2012-01-01,674,6351,0
"28146","Rowan-North Carolina","Essex-New York",2013,1,0,2013-01-01,730,6505,0
"28147","Rowan-North Carolina","Essex-New York",2017,1,0,2017-01-01,760,6561,0
"28148","Rowan-North Carolina","Essex-New York",2008,1,0,2008-01-01,110,6471,0
"28149","Rowan-North Carolina","Essex-New York",2018,1,0,2018-01-01,760,6561,0
"28150","Rowan-North Carolina","Essex-New York",2009,1,0,2009-01-01,182,6489,0
"28151","Rowan-North Carolina","Essex-New York",2007,1,0,2007-01-01,20,6541,0
"28152","Rowan-North Carolina","Essex-New York",2006,1,0,2006-01-01,0,6561,0
"28153","Rowan-North Carolina","Fairfield-Connecticut",2014,1,0,2014-01-01,760,6531,0
"28154","Rowan-North Carolina","Fairfield-Connecticut",2007,1,0,2007-01-01,20,6541,0
