GC,title,lat,lon,country,region,county,numfinds,,
 GC6HAY6,GROTTA 88,N 43° 04.490,E 013° 12.632,Italy,Marche,Macerata,5,,
 GC6HM5R,Cave di Avesa,N 45° 28.595,E 010° 59.104,Italy,Veneto,Verona,9,,
 GC6HMFT,Odkrywkowa Kopalnia Kredy 1,N 51° 07.970,E 023° 31.245,Poland,Lubelskie,Chełm (Lubelskie),46,,
 GC6HVVJ,La mine d or du mont garrot !!,N 48° 33.410,W 001° 58.495,France,Bretagne,Ille-et-Vilaine,71,,
 GC6HZ2Q,La grotta,N 45° 48.963,E 008° 22.291,Italy,Piemonte,Verbano-Cusio-Ossola,39,,
 GC6HZAQ,ancienne mine,N 43° 30.625,E 006° 54.220,France,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,29,,
 GC6J26B,Nachts in der Friedrich-Höhle,N 47° 00.240,E 015° 55.939,Austria,Steiermark,Südoststeiermark,15,,
 GC6J46R,M+C La grotta sul  fiume,N 45° 55.533,E 008° 26.012,Italy,Piemonte,Verbano-Cusio-Ossola,23,,
 GC6J555,Am Weg zur Grotte,N 47° 13.731,E 008° 56.038,Switzerland,St. Gallen,Schmerikon (17),132,,
 GC6JFFV,De la cave au grenier,N 47° 53.975,W 002° 22.188,France,Bretagne,Morbihan,16,,
 GC6JNEE,STROMBOLI - Grotta di Eolo,N 38° 48.594,E 015° 13.799,Italy,Sicilia,Messina,8,,
 GC6JRGK,Guosongzhen riverbridge,N 41° 36.561,E 126° 14.770,China,Jilin, ,8,,
 GC6K0RE,Acqua salsa di Pillo - Grotta alla vacca -,N 43° 31.602,E 010° 58.227,Italy,Toscana,Firenze,39,,
 GC6K7N7,La Grotte ,N 46° 40.210,E 006° 29.998,Switzerland,Vaud,Pompaples (22),74,,
 GC6K80M,La grotte ,N 50° 17.577,E 005° 54.582,Belgium,Luxembourg,Vielsalm,407,,
 GC6KPE5,I Templari - Rat Cave,N 44° 25.752,E 008° 16.174,Italy,Liguria,Savona,13,,
 GC6KVJQ,Safe in the Cave,N 47° 26.970,E 013° 53.779,Austria,Steiermark,Bezirk Liezen,68,,
 GC6KYZ6,Cave di Magnesite,N 45° 07.307,E 007° 28.559,Italy,Piemonte,Torino,6,,
 GC6M23X,Le Cavé,N 48° 26.415,E 005° 08.395,France,Grand-Est,Haute-Marne,48,,
 GC6M3BG,La Trémie Basse de la Mine du Freyssinet,N 44° 57.572,E 006° 32.479,France,Provence-Alpes-Côte d'Azur,Hautes-Alpes,63,,
 GC6M5PK,La Mine du Freyssinet,N 44° 57.983,E 006° 32.783,France,Provence-Alpes-Côte d'Azur,Hautes-Alpes,16,,
 GC6M8Y8,Dwarf's Cave,N 46° 33.283,E 014° 16.572,Austria,Kärnten,Klagenfurt-Land,101,,
 GC6ME29,CITO à la Mine d'Abbaretz,N 47° 33.498,W 001° 32.500,France,Pays de la Loire,Loire-Atlantique,29,,
 GC6MPCE,les runes du voyageur - Grotte et cascade,N 46° 26.613,E 006° 56.175,Switzerland,Vaud,Montreux (22),28,,
 GC6MW1B,Печерний монастир Розгірче/Cave monastery Rozgirch,N 49° 06.848,E 023° 42.068,Ukraine,Lviv,Стрийський район,9,,
 GC6N064,grotte de l'ours,N 47° 00.234,E 006° 43.772,Switzerland,Neuchâtel,Les Ponts-de-Martel (24),148,,
 GC6N10T,UFO Zone - Ancienne mine de Vescagne,N 43° 46.744,E 007° 04.879,France,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,17,,
 GC6N3F7,Печерний монастир Бакота/ Bakota Cave Monastery ,N 48° 35.209,E 026° 59.951,Ukraine,Khmelnytskyi,Кам’янець-Подільський район,2,,
 GC6NBCT,"KOPALNIA GLINY ""BOLKO"" #1",N 51° 12.131,E 015° 25.918,Poland,Dolnośląskie,Bolesławiecki (Dolnośląskie),28,,
 GC6NCR9,La grotte ,N 46° 48.167,E 007° 10.630,Switzerland,Fribourg,Fribourg - Freiburg (10),111,,
 GC6NVXK,Kopalnia rud ołowiu i srebra w Bystrzycy Górnej,N 50° 46.566,E 016° 26.674,Poland,Dolnośląskie,świdnicki (Dolnośląskie),57,,
 GC6NWC6,Trickl und Dachserfallwanderung-Die Höhle,N 47° 33.160,E 013° 20.000,Austria,Salzburg,Hallein,35,,
 GC6P31A,[iG] Parco delle Cave [BONUS],N 45° 27.956,E 009° 05.841,Italy,Lombardia,Milano,23,,
 GC6P8F6,Zwischen der A10 und A114 #01 Reloaded,N 52° 37.780,E 013° 27.676,Germany,Berlin,Berlin,450,,
 GC6P8WP,Cave Trippstadt,N 49° 21.939,E 007° 46.643,Germany,Rheinland-Pfalz,Kaiserslautern (Lkr),39,,
 GC6PAH1,Mine d'Or Salsigne,N 43° 18.980,E 002° 22.786,France,Occitanie,Aude,37,,
 GC6PBDA,La Grotte de Grolley,N 46° 50.122,E 007° 03.710,Switzerland,Fribourg,Grolley (10),130,,
 GC6PCVF,Ripuliamo il Parco delle Cave (CITO),N 45° 27.685,E 009° 06.090,Italy,Lombardia,Milano,18,,
 GC6PH9G,La Mine Balayé,N 43° 41.367,E 003° 09.896,France,Occitanie,Hérault,27,,
 GC6PP00,[JST] Grotta della Madonna di Lourdes,N 44° 17.422,E 007° 46.446,Italy,Piemonte,Cuneo,23,,
 GC6PXF9,Le Parc de la Mine #3,N 46° 17.126,E 002° 44.799,France,Auvergne-Rhône-Alpes,Allier,22,,
 GC6PZ5K,Meurtre chez les templiers #06bis Mini grotte,N 50° 21.588,E 004° 27.857,Belgium,Hainaut,Gerpinnes,103,,
 GC6Q2JR,Au dessus de la mine,N 48° 03.431,E 006° 56.989,France,Grand-Est,Vosges,136,,
 GC6Q3G2,[ASX] La Gola del Furlo #8 - La Grotta del Grano,N 43° 38.784,E 012° 43.356,Italy,Marche,Pesaro e Urbino,141,,
 GC6Q3KY,Centrum Nauki i Sztuki Stara Kopalnia,N 50° 46.382,E 016° 15.635,Poland,Dolnośląskie,Wałbrzych (Dolnośląskie),107,,
 GC6Q3XW,[TdW] N.1 Andenne - La Grotte Scladina,N 50° 29.739,E 005° 02.516,Belgium,Namur,Andenne,43,,
 GC6Q7YZ,Bilderrätsel Schwarzensee 4 - Die Höhle,N 47° 45.240,E 013° 29.530,Austria,Oberösterreich,Gmunden,95,,
 GC6QE2B,LES HAMEAUX D ESTIVE : la mine d'or et arsenic !#5,N 45° 34.945,E 006° 25.020,France,Auvergne-Rhône-Alpes,Savoie,17,,
 GC6QJW3,KOPALNIA !!!,N 50° 27.643,E 020° 36.046,Poland,Świętokrzyskie,Pińczowski (Świętokrzyskie),18,,
 GC6QNCZ,Cave de Saint-Mont,N 43° 39.050,W 000° 09.218,France,Occitanie,Gers,33,,
 GC6QZMK,La grotte Notre-Dame de Lourdes ,N 50° 37.628,E 003° 19.182,Belgium,Hainaut,Tournai,82,,
 GC6R6CK,"Cave in a Ravens Rock, Stratena",N 48° 53.446,E 020° 20.660,Slovakia,Košický kraj,Rožňava,77,,
 GC6R936,#3 Tirs de mine - Circuit de la carrière du Revoi,N 48° 40.471,E 005° 44.508,France,Grand-Est,Meuse,31,,
 GC6RDDD,CITO Event Parchetto Via delle Cave di Pietralata,N 41° 54.644,E 012° 32.338,Italy,Lazio,Roma,12,,
 GC6RFPM,Green Mine 3,N 50° 49.167,E 004° 30.167,Belgium,Vlaams-Brabant,Tervuren,1,,
 GC6RXEX,Jaskinia Szachownica,N 51° 03.213,E 018° 48.457,Poland,Śląskie,Kłobucki (Śląskie),3,,
 GC6T06N,Nachts in der Höhle,N 46° 33.167,E 013° 52.400,Austria,Kärnten,Villach-Land,19,,
 GC6T0C5,Love Cave 2016,N 49° 30.180,E 011° 27.865,Germany,Bayern,Nürnberger Land (Lkr),95,,
 GC6T3Q4,HC JAMA,N 48° 07.349,E 017° 06.299,Slovakia,Bratislavský kraj,Bratislava V,4,,
 GC6T43C,Grotta dei Pipistrelli / Fledermaus Höhle,N 37° 08.502,E 015° 01.811,Italy,Sicilia,Siracusa,71,,
 GC6T8GZ,Oasi Cave di Noale,N 45° 33.151,E 012° 04.680,Italy,Veneto,Venezia,9,,
 GC6T9JJ,Kopalnia Soli Kłodawa,N 52° 14.284,E 018° 55.320,Poland,Wielkopolskie,Kolski (Wielkopolskie),36,,
 GC6TE4X,"Parco delle Cave, CITO 2016 #2",N 45° 28.191,E 009° 05.787,Italy,Lombardia,Milano,18,,
 GC6TP40,Nad Kopalnią Melafiru w Rybnicy Leśnej,N 50° 41.413,E 016° 15.938,Poland,Dolnośląskie,Wałbrzyski (Dolnośląskie),28,,
 GC6TTND,MUSEE de la MINE et de la MINERALOGIE ,N 45° 47.583,E 004° 36.601,France,Auvergne-Rhône-Alpes,Rhône,107,,
 GC6V05M,Moraine du collet de la mine ,N 48° 03.470,E 006° 56.585,France,Grand-Est,Vosges,95,,
 GC6V15X,ENTRÉE DE MINE FRANCHEPRÉ,N 49° 14.982,E 006° 02.206,France,Grand-Est,Moselle,87,,
 GC6V1BR,Jaskinia Chełmska,N 50° 28.648,E 018° 08.931,Poland,Opolskie,Strzelecki (Opolskie),36,,
 GC6V8TN,Jaskinia Salamander,N 49° 45.415,E 020° 51.594,Poland,Małopolskie,Tarnowski (Małopolskie),5,,
 GC6VAC6,Hobbit Höhle,N 47° 29.471,E 010° 43.512,Austria,Tirol,Reutte (Außerfern),282,,
 GC6VBB4,Mine St Paul,N 49° 14.902,E 006° 03.700,France,Grand-Est,Moselle,13,,
 GC6VPVA,54 - Collepardo - Grotta di Lourdes,N 41° 45.788,E 013° 22.120,Italy,Lazio,Frosinone,6,,
 GC6W7ZN,Wokół Nielepic 14 - Jaskinia,N 50° 05.983,E 019° 41.825,Poland,Małopolskie,Krakowski (Małopolskie),80,,
 GC6WDJ0,Certova jaskyna / Devil's cave,N 48° 43.955,E 019° 51.599,Slovakia,Banskobystrický kraj,Rimavská Sobota,62,,
 GC6WEB5,Stara Kopalnia,N 50° 47.282,E 016° 06.201,Poland,Dolnośląskie,Wałbrzyski (Dolnośląskie),41,,
 GC6WGDB,Kopalnia Thorez,N 50° 46.253,E 016° 15.650,Poland,Dolnośląskie,Wałbrzych (Dolnośląskie),146,,
 GC6WJM8,Kopalnia Długosz ,N 49° 43.519,E 021° 14.892,Poland,Małopolskie,Gorlicki (Małopolskie),46,,
 GC6X2WN,Pavlakova jama / Pavlak's cave,N 46° 22.369,E 015° 22.474,Slovenia,Savinja Statistical Region,Zreče,34,,
 GC6X2WN,Pavlakova jama / Pavlak's cave,N 46° 22.369,E 015° 22.474,Slovenia,Savinja Statistical Region,Zreče,34,,
 GC6X9H2,#01 Sentier de la Mine Perpezac le Blanc,N 45° 13.297,E 001° 19.420,France,Nouvelle-Aquitaine,Corrèze,91,,
 GC6X9HT,#02 Sentier de la Mine Perpezac le Blanc,N 45° 13.374,E 001° 19.233,France,Nouvelle-Aquitaine,Corrèze,82,,
 GC6X9J6,#03 Sentier de la Mine Perpezac le Blanc,N 45° 13.355,E 001° 19.094,France,Nouvelle-Aquitaine,Corrèze,75,,
 GC6X9K5,#04 Sentier de la Mine Perpezac le Blanc,N 45° 13.376,E 001° 18.967,France,Nouvelle-Aquitaine,Corrèze,66,,
 GC6X9K8,#05 Sentier de la Mine Perpezac le Blanc,N 45° 13.494,E 001° 18.971,France,Nouvelle-Aquitaine,Corrèze,73,,
 GC6X9KJ,#06 Sentier de la Mine Perpezac le Blanc,N 45° 13.554,E 001° 19.179,France,Nouvelle-Aquitaine,Corrèze,83,,
 GC6X9KV,#07 Sentier de la Mine Perpezac le Blanc,N 45° 13.508,E 001° 19.289,France,Nouvelle-Aquitaine,Corrèze,69,,
 GC6X9M2,#08 Sentier de la Mine Perpezac le Blanc,N 45° 13.441,E 001° 19.443,France,Nouvelle-Aquitaine,Corrèze,41,,
 GC6X9MG,#08 Sentier de la Mine Perpezac le Blanc,N 45° 13.442,E 001° 19.588,France,Nouvelle-Aquitaine,Corrèze,66,,
 GC6X9MW,#09 Sentier de la Mine Perpezac le Blanc,N 45° 13.403,E 001° 19.775,France,Nouvelle-Aquitaine,Corrèze,69,,
 GC6XBXR,LA GROTTA,N 45° 29.100,E 009° 07.700,Italy,Lombardia,Milano,14,,
 GC6XWEH,L'arco delle Cave,N 45° 27.917,E 009° 05.727,Italy,Lombardia,Milano,14,,
 GC6XY4W,Die Mine,N 46° 50.516,E 015° 00.345,Austria,Kärnten,Wolfsberg,67,,
 GC6XYRT,La grotta di Babbo Natale ,N 45° 52.793,E 008° 25.170,Italy,Piemonte,Verbano-Cusio-Ossola,19,,
 GC6XZY3,Jaskinia Goblinów,N 50° 25.021,E 019° 33.666,Poland,Śląskie,Zawierciański (Śląskie),17,,
 GC6Y65N,Buczyna#8/Kopalnia czarnoziemu,N 52° 40.433,E 016° 59.040,Poland,Wielkopolskie,Obornicki (Wielkopolskie),14,,
 GC6YFTY,Dans la mine des mines,N 45° 02.053,E 006° 29.773,France,Provence-Alpes-Côte d'Azur,Hautes-Alpes,7,,
 GC6YNRM,Najmniejsza jaskinia Polski,N 53° 06.291,E 022° 47.279,Poland,Podlaskie,Wysokomazowiecki (Podlaskie),33,,
 GC6YY4A,[LKC] Grotta Morgan,N 45° 51.215,E 011° 23.389,Italy,Veneto,Vicenza,4,,
 GC6YZH0,"[LEDLB]#16 ""La mine de fer""",N 47° 40.927,E 006° 55.979,France,Bourgogne-Franche-Comté,Territoire-de-Belfort,78,,
 GC6ZMP9,[2/40 luberon] La mine de Château-Briant,N 43° 50.973,E 005° 45.094,France,Provence-Alpes-Côte d'Azur,Alpes-de-Haute-Provence,25,,
 GC702JY,Grotta Sperticaia,N 43° 30.074,E 010° 22.284,Italy,Toscana,Livorno,12,,
 GC705QB,La Grotta della Madonnina - Fai della Paganella,N 46° 10.343,E 011° 04.591,Italy,Trentino-Alto Adige,Trento,24,,
 GC7083A,[13/40 luberon] Mine de souffre de Biabaux,N 43° 53.348,E 005° 44.965,France,Provence-Alpes-Côte d'Azur,Alpes-de-Haute-Provence,12,,
 GC70P6N,Szemlő-hegyi Cave,N 47° 31.700,E 019° 01.550,Hungary,Budapest,Budapest,115,,
 GC70PFP,Opuszczona kopalnia w Siekierczynie,N 51° 07.406,E 015° 12.256,Poland,Dolnośląskie,Lubański (Dolnośląskie),24,,
 GC70QFH,Le Bois Cavé,N 48° 37.309,W 002° 28.099,France,Bretagne,Côtes-d'Armor,171,,
 GC70QJM,La Mine D'Harchies,N 50° 28.545,E 003° 41.269,Belgium,Hainaut,Bernissart,50,,
 GC70R4C,"Cave, Moldava nad Bodvou",N 48° 36.817,E 020° 59.482,Slovakia,Košický kraj,Košice - okolie,97,,
 GC70RTV,LES RAGOTS -CAVE DE SAIN-BEL,N 45° 49.086,E 004° 36.170,France,Auvergne-Rhône-Alpes,Rhône,80,,
 GC70Z76,Csodabogyós-barlang,N 46° 47.535,E 017° 22.203,Hungary,Veszprém,Tapolcai járás,60,,
 GC717YJ,La Grotte au Tronc,N 47° 17.886,E 007° 27.304,Switzerland,Bern,Crémines (2),25,,
 GC7192H,129 - Cave - Santuario Madonna fiore del campo,N 41° 49.148,E 012° 56.682,Italy,Lazio,Roma,5,,
 GC71NDY,La Grotta di San Giovanni d'Antro,N 46° 09.059,E 013° 28.388,Italy,Friuli-Venezia Giulia,Udine,13,,
 GC71R9R,Hagener Geocaching Stammtisch - Cave 66 [1],N 51° 21.200,E 007° 28.730,Germany,Nordrhein-Westfalen,Hagen,19,,
 GC71XYN,ANCIENNE MINE PAULINE,N 49° 12.820,E 006° 00.558,France,Grand-Est,Moselle,39,,
 GC72CN2,Au pied du clergeon #4: La cave,N 45° 50.572,E 005° 53.476,France,Auvergne-Rhône-Alpes,Haute-Savoie,60,,
 GC72D9Q,Kleine Höhle,N 46° 47.690,E 012° 43.983,Austria,Tirol,Lienz,32,,
 GC72FE9,Nachts in der Friedrich-Höhle 2 - Geburtstagsparty,N 47° 00.240,E 015° 55.939,Austria,Steiermark,Südoststeiermark,22,,
 GC72R48,1.Ricixxx-Geotrail Genazzano-Rocca di Cave,N 41° 50.447,E 012° 58.370,Italy,Lazio,Roma,4,,
 GC72R4K,2.Ricixxx-Geotrail Genazzano-Rocca di Cave,N 41° 50.858,E 012° 58.151,Italy,Lazio,Roma,4,,
 GC72R4W,3.Ricixxx-Geotrail Genazzano-Rocca di Cave,N 41° 51.214,E 012° 57.949,Italy,Lazio,Roma,4,,
 GC72R64,8.Ricixxx-Geotrail Genazzano-Rocca di Cave,N 41° 50.296,E 012° 57.502,Italy,Lazio,Roma,2,,
 GC72RNQ,Grotta dei Falconi,N 40° 33.053,E 015° 16.945,Italy,Campania,Salerno,2,,
 GC72TY5,Kamniška jama,N 46° 20.378,E 014° 36.816,Slovenia,Osrednjeslovenska,Kamnik,9,,
 GC734YW,La grotta della Penna Buia,N 43° 57.916,E 010° 20.738,Italy,Toscana,Lucca,11,,
 GC735EP,# 09 PSS TERRAIN MINE,N 47° 18.014,E 005° 25.961,France,Bourgogne-Franche-Comté,Côte-d'Or,58,,
 GC7363P,La cave au puit,N 47° 16.762,E 004° 09.340,France,Bourgogne-Franche-Comté,Côte-d'Or,20,,
 GC73H21,Gacki - Jaskinia,N 50° 27.246,E 020° 35.157,Poland,Świętokrzyskie,Pińczowski (Świętokrzyskie),24,,
 GC73HMM,Sorgente della grotta,N 41° 59.567,E 012° 34.668,Italy,Lazio,Roma,12,,
 GC73KY4,[30/40 luberon] La Mine,N 43° 54.125,E 005° 33.535,France,Provence-Alpes-Côte d'Azur,Vaucluse,60,,
 GC73T0Z,Zdobnice zelezny dul / Zdobnice iron mine,N 50° 15.878,E 016° 25.437,Czechia,Královéhradecký kraj,Rychnov nad Kněžnou,102,,
 GC73VED,La Grotta Azzurra,N 46° 01.804,E 012° 04.993,Italy,Veneto,Belluno,22,,
 GC73VGV,La grotte de Steinlein,N 50° 28.807,E 005° 35.159,Belgium,Liège,Comblain-au-Pont,38,,
 GC74029,Kopalnia Marie - Agnes,N 50° 46.600,E 016° 26.765,Poland,Dolnośląskie,świdnicki (Dolnośląskie),39,,
 GC7409W,Kamniška Bela #11: Proti jami/Towards the cave,N 46° 20.161,E 014° 37.128,Slovenia,Osrednjeslovenska,Kamnik,46,,
 GC74223,Kamniška Bela #12: Kamniška jama/Kamniška Cave,N 46° 20.342,E 014° 36.743,Slovenia,Osrednjeslovenska,Kamnik,28,,
 GC74223,Kamniška Bela #12: Kamniška jama/Kamniška Cave,N 46° 20.342,E 014° 36.743,Slovenia,Osrednjeslovenska,Kamnik,28,,
 GC745PY,côte de la mine,N 45° 47.736,E 003° 14.699,France,Auvergne-Rhône-Alpes,Puy-de-Dôme,43,,
 GC74B8W,Jaskinia w Stołowie,N 49° 44.461,E 018° 58.465,Poland,Śląskie,Cieszyński (Śląskie),30,,
 GC74N4R,Jaskinia ci to czy nie? | Is it a cave or not?,N 54° 42.803,E 018° 17.092,Poland,Pomorskie,Pucki (Pomorskie),42,,
 GC74N4R,Jaskinia ci to czy nie? | Is it a cave or not?,N 54° 42.803,E 018° 17.092,Poland,Pomorskie,Pucki (Pomorskie),42,,
 GC74QNY,ROCHE CAVE,N 46° 32.520,E 005° 50.619,France,Bourgogne-Franche-Comté,Jura,16,,
 GC7505P,Jaskinia w Straszykowej Górze,N 50° 24.772,E 019° 36.339,Poland,Śląskie,Zawierciański (Śląskie),10,,
 GC75065,Jaskinia z Kominem,N 50° 25.235,E 019° 36.516,Poland,Śląskie,Zawierciański (Śląskie),10,,
 GC750CQ,Jaskinia w Zamczysku,N 50° 25.268,E 019° 36.849,Poland,Śląskie,Zawierciański (Śląskie),9,,
 GC759V2,Baková Jama,N 48° 35.165,E 019° 09.182,Slovakia,Banskobystrický kraj,Zvolen,84,,
 GC759WM,174 - Coreno Ausonio - La grotta delle fate,N 41° 19.611,E 013° 46.020,Italy,Lazio,Frosinone,6,,
 GC75CAV,"Le chemin de fer à ficelle, Les Réaux : la mine",N 46° 19.521,E 002° 38.274,France,Auvergne-Rhône-Alpes,Allier,23,,
 GC75CYQ,La grotte de Grosmont.,N 50° 36.377,E 003° 39.344,Belgium,Hainaut,Leuze-en-Hainaut,66,,
 GC75EAY,Suszec Kopalnia,N 50° 02.362,E 018° 46.471,Poland,Śląskie,Pszczyński (Śląskie),31,,
 GC75JKQ,Cave Alte,N 45° 56.081,E 010° 54.400,Italy,Trentino-Alto Adige,Trento,45,,
 GC75NA3,175 - Cave - Fonte Santo Stefano,N 41° 49.206,E 012° 56.259,Italy,Lazio,Roma,10,,
 GC768DQ,La Grotta di Cupido,N 43° 51.400,E 011° 18.166,Italy,Toscana,Firenze,19,,
 GC76BC0,Atomic Land - Mine de Kervrec'h,N 47° 59.474,W 003° 27.593,France,Bretagne,Morbihan,14,,
 GC76D40,Dans la cave...,N 50° 43.288,E 002° 55.391,Belgium,Hainaut,Comines-Warneton,9,,
 GC76PG5,Jama Honice,N 45° 51.552,E 013° 53.895,Slovenia,Goriška,Ajdovščina,35,,
 GC77A2N,"Sztolnia ""Jaskinia Daisy""",N 50° 49.025,E 016° 19.805,Poland,Dolnośląskie,Wałbrzych (Dolnośląskie),35,,
 GC77B5M,CAVE #01 Les Armes (night cache),N 43° 56.533,E 003° 45.240,France,Occitanie,Hérault,25,,
 GC77CV4,CAVE #02 Début Chasse (night cache),N 43° 56.602,E 003° 45.189,France,Occitanie,Hérault,25,,
 GC77CWX,CAVE #03 Guet Apens (night cache),N 43° 56.603,E 003° 45.281,France,Occitanie,Hérault,25,,
 GC77CXM,CAVE #04 Escarmouche (night cache),N 43° 56.665,E 003° 45.143,France,Occitanie,Hérault,25,,
 GC77CYZ,CAVE #05 L'Arbre (night cache),N 43° 56.665,E 003° 45.317,France,Occitanie,Hérault,22,,
 GC77D00,CAVE #06 Tranquille (night cache),N 43° 56.605,E 003° 45.415,France,Occitanie,Hérault,25,,
 GC77D1N,CAVE #07 Le Carnage (night cache),N 43° 56.666,E 003° 45.375,France,Occitanie,Hérault,25,,
 GC77D66,CAVE #08 Prep Final (night cache),N 43° 56.668,E 003° 45.551,France,Occitanie,Hérault,25,,
 GC77D6X,CAVE #09 Dépose Armes (night cache),N 43° 56.606,E 003° 45.510,France,Occitanie,Hérault,17,,
 GC77D7J,CAVE #10 Bonus (night cache),N 43° 56.535,E 003° 45.463,France,Occitanie,Hérault,17,,
 GC77KK7,Cave Trippstadt II,N 49° 21.939,E 007° 46.643,Germany,Rheinland-Pfalz,Kaiserslautern (Lkr),29,,
 GC77X0P,The Cave,N 44° 23.884,E 008° 56.324,Italy,Liguria,Genova,49,,
 GC782VD,Cave Coopérative - Castouveillan.,N 43° 17.521,E 002° 58.220,France,Occitanie,Aude,2,,
 GC784EP,La grotte des Nutons,N 50° 33.309,E 005° 35.399,Belgium,Liège,Esneux,32,,
 GC78AHG,Grotte du renard,N 50° 24.172,E 005° 36.511,Belgium,Liège,Ferrières,32,,
 GC78ANN,Elektrarenska jaskyna / Elektrarenska cave  ,N 49° 13.825,E 020° 19.103,Slovakia,Prešovský kraj,Poprad,246,,
 GC78FR4,les ruines de la mine,N 44° 44.930,E 004° 40.011,France,Auvergne-Rhône-Alpes,Ardèche,5,,
 GC78HMA,Zwiedzamy Rude Śląską-Kopalnia w Halembie,N 50° 14.371,E 018° 51.528,Poland,Śląskie,Ruda Śląska (Śląskie),13,,
 GC78JN9,La cave des fous,N 49° 01.210,E 001° 06.594,France,Normandie,Eure,72,,
 GC78JT2,Barlang Baradla / Jaskyňa Baradla,N 48° 28.347,E 020° 32.306,Hungary,Borsod-Abaúj-Zemplén,Putnoki járás,85,,
 GC78PJ1,Kopalnia Magnezytu Wiry - Wymiennik xWG,N 50° 49.985,E 016° 37.876,Poland,Dolnośląskie,świdnicki (Dolnośląskie),111,,
 GC790YD,Jaskyna Mrtvych Netopierov / Dead Bats Cave,N 48° 55.506,E 019° 38.335,Slovakia,Banskobystrický kraj,Brezno,78,,
 GC791MG,Grotte du Nou Bleu / résurgence du Trou Bleu,N 50° 29.947,E 005° 35.877,Belgium,Liège,Sprimont,37,,
 GC793XQ,Remete-barlang,N 47° 33.619,E 018° 55.751,Hungary,Pest megye,Budakeszi járás,32,,
 GC799J4,Zwiedzamy Rudę Śląska-Kopalnia Halemba Brama,N 50° 14.783,E 018° 51.554,Poland,Śląskie,Ruda Śląska (Śląskie),78,,
 GC79FM1,OTSN # Le Musée de la Mine,N 48° 59.999,W 000° 19.163,France,Normandie,Calvados,13,,
 GC79HWV,La cave de Théodule Ribot ,N 48° 50.285,E 000° 54.685,France,Normandie,Eure,18,,
 GC79XY1,Predjama Castle and Cave,N 45° 48.935,E 014° 07.638,Slovenia,Littoral–Inner Carniola Region,Postojna,284,,
 GC7A51B,La mine de Bel-Air 1,N 46° 56.562,W 000° 50.437,France,Nouvelle-Aquitaine,Deux-Sèvres,0,,
 GC7A520,La mine de Bel-Air 2,N 46° 56.695,W 000° 50.457,France,Nouvelle-Aquitaine,Deux-Sèvres,42,,
 GC7A54Z,La mine de Bel-Air 1,N 46° 56.962,W 000° 50.437,France,Nouvelle-Aquitaine,Deux-Sèvres,43,,
 GC7ACFZ,Kopalnia Wiedzy o Cynku,N 50° 16.689,E 019° 28.237,Poland,Małopolskie,Olkuski (Małopolskie),53,,
 GC7ACZA,#12 Suszec - Kopalnia,N 50° 02.733,E 018° 46.495,Poland,Śląskie,Pszczyński (Śląskie),46,,
 GC7ADEH,Die Höhle,N 46° 34.993,E 013° 12.028,Austria,Kärnten,Hermagor,40,,
 GC7AKW8,La Cave Aux Renards N° 34,N 47° 49.495,E 000° 53.442,France,Centre-Val-de-Loire,Loir-et-Cher,42,,
 GC7AKX5,La Cave Margaux N°36,N 47° 49.272,E 000° 53.749,France,Centre-Val-de-Loire,Loir-et-Cher,42,,
 GC7AVN7,Grotta di Attila - reloaded,N 46° 34.516,E 013° 11.026,Italy,Friuli-Venezia Giulia,Udine,19,,
 GC7AVX0,Le gardien de la grotte,N 46° 56.288,E 006° 28.360,Switzerland,Neuchâtel,Les Verrières (24),33,,
 GC7B0XQ,German Shepherd Runde #4 - Mine,N 47° 05.040,E 016° 09.784,Austria,Burgenland,Güssing,342,,
 GC7B2J7,Circuit de la Mine 1,N 46° 15.633,E 004° 17.397,France,Bourgogne-Franche-Comté,Saône-et-Loire,76,,
 GC7B2JT,Circuit de la Mine 2,N 46° 15.723,E 004° 17.257,France,Bourgogne-Franche-Comté,Saône-et-Loire,67,,
 GC7B2KB,Circuit de la Mine 3,N 46° 15.848,E 004° 17.090,France,Bourgogne-Franche-Comté,Saône-et-Loire,63,,
 GC7B2MF,Circuit de la Mine 4,N 46° 15.869,E 004° 16.966,France,Bourgogne-Franche-Comté,Saône-et-Loire,53,,
 GC7B2N7,Circuit de la Mine 5,N 46° 15.986,E 004° 16.994,France,Bourgogne-Franche-Comté,Saône-et-Loire,63,,
 GC7B2NF,Circuit de la Mine 6,N 46° 16.120,E 004° 17.032,France,Bourgogne-Franche-Comté,Saône-et-Loire,63,,
 GC7B2NP,Circuit de la Mine 7,N 46° 16.236,E 004° 16.980,France,Bourgogne-Franche-Comté,Saône-et-Loire,49,,
 GC7B2NZ,Circuit de la Mine 8,N 46° 16.449,E 004° 16.804,France,Bourgogne-Franche-Comté,Saône-et-Loire,27,,
 GC7B2P5,Circuit de la Mine 9,N 46° 16.833,E 004° 17.200,France,Bourgogne-Franche-Comté,Saône-et-Loire,51,,
 GC7B2PA,Circuit de la Mine 10,N 46° 16.723,E 004° 17.266,France,Bourgogne-Franche-Comté,Saône-et-Loire,51,,
 GC7B2PH,Circuit de la Mine 11,N 46° 16.651,E 004° 17.357,France,Bourgogne-Franche-Comté,Saône-et-Loire,48,,
